sentence,rating_imageability_mean,rating_others_thoughts_mean,rating_physical_mean,rating_places_mean,rating_valence_mean,rating_arousal_mean,rating_sense_mean
Just peanut butter and hot cocoa.,5.9333333333333,2.5,4.4117647058824,1.4666666666667,3.8888888888889,2.7857142857143,6.75
"Just please, give me the ticket!",3.8125,4.3888888888889,5.2307692307692,2.125,2.1764705882353,4.8571428571429,7.0
Just received from your flower store.,2.9230769230769,2.7058823529412,4.7333333333333,5.2,5.0,2.4117647058824,5.2666666666667
"Just then, the front door slammed.",5.8571428571429,2.8571428571429,5.9333333333333,4.3571428571429,1.9230769230769,5.0714285714286,6.8823529411765
Justice Singh asks the government's lawyer.,3.5,3.375,1.7777777777778,1.4,2.3333333333333,2.0,6.1818181818182
"Keep Your Private Stuff, well, Private!",2.4285714285714,4.5,2.2222222222222,1.8666666666667,3.0666666666667,3.8,6.1818181818182
Keep in touch with my secretary.,3.6875,3.75,2.0769230769231,1.9166666666667,3.5,1.7142857142857,6.8333333333333
Keep it simple like Kim does.,2.9285714285714,3.4285714285714,1.6,1.2142857142857,3.0769230769231,1.6428571428571,6.7058823529412
Keep that thing away from me.,4.1428571428571,4.9285714285714,4.3333333333333,1.3571428571429,1.4615384615385,4.8571428571429,7.0
Kindness and warmth emanated from him.,5.1875,6.5714285714286,1.6666666666667,1.3888888888889,6.1666666666667,4.1176470588235,6.7058823529412
King's handsome face looked almost demonic.,6.3333333333333,4.6428571428571,3.5,1.4736842105263,1.7058823529412,4.7222222222222,6.2352941176471
Kitchen with dining area and woodburner.,5.9375,1.5,6.5384615384615,4.9166666666667,4.0,2.5714285714286,6.1666666666667
Knocked him out with one punch.,6.0,4.5294117647059,5.5333333333333,2.2,2.0,5.4705882352941,6.7333333333333
Labor shifted from farming to mining.,4.6923076923077,2.7647058823529,4.8,4.9333333333333,1.6666666666667,2.4117647058824,6.8
Laboratory Corp. officials couldn't be reached.,3.8,2.4285714285714,1.8571428571429,1.3571428571429,1.1666666666667,2.0,6.8666666666667
"Larry, thanks for coming in today.",3.8571428571429,4.3125,3.5333333333333,2.6428571428571,4.4666666666667,3.2857142857143,6.8888888888889
"Last, you will score for variety.",2.2307692307692,2.5294117647059,1.6,1.5333333333333,2.8333333333333,2.4117647058824,5.8666666666667
Lastly the Popsugar Must have Mix.,1.5625,1.6470588235294,2.6666666666667,1.0526315789474,2.625,2.0,2.0
Learn how to speak English first.,3.1875,4.2142857142857,1.2,1.1666666666667,1.5555555555556,3.1176470588235,6.8823529411765
Let this be quick and simple.,3.6666666666667,2.7857142857143,2.1764705882353,1.0666666666667,2.6111111111111,2.7142857142857,6.75
Let's get it going once again.,1.8125,3.3888888888889,2.0,1.375,4.3529411764706,4.0,6.9230769230769
Let's hope the best team wins.,4.375,4.5714285714286,2.875,1.75,5.5,3.1428571428571,6.8823529411765
Let's start with this month's bag!,4.0714285714286,2.6875,4.5333333333333,1.7142857142857,3.9333333333333,4.0,6.6111111111111
Letters of Credit Issued for Subsidiaries.,2.5625,1.3571428571429,3.0666666666667,1.2222222222222,1.7777777777778,1.7058823529412,5.7058823529412
Light from a fire burned inside.,5.4666666666667,3.2142857142857,4.8571428571429,4.0714285714286,2.6666666666667,3.9333333333333,5.6666666666667
Light is made up of photons.,3.8947368421053,1.9333333333333,2.7692307692308,1.5882352941176,3.7142857142857,2.1666666666667,7.0
Like a late night comedy sketch.,4.0,2.7647058823529,2.2,2.9333333333333,3.8333333333333,3.1176470588235,6.6666666666667
Like a voodoo priest or something?,4.5714285714286,3.5,3.0666666666667,1.6428571428571,2.6153846153846,4.3571428571429,6.7058823529412
"Like an idiot, I'd believed her.",2.5333333333333,6.1428571428571,1.4375,1.0526315789474,1.7058823529412,3.9444444444444,6.7647058823529
Long after the flu epidemic ended.,4.0,3.0,1.9333333333333,2.1428571428571,3.8666666666667,3.3571428571429,6.5555555555556
Long chandelier avocado colored earrings glistened.,4.5263157894737,1.9333333333333,5.0,1.5294117647059002,2.8571428571429,2.5,3.8
Look at that painting over there.,5.8125,4.1764705882353,6.1333333333333,3.4210526315789,4.0625,3.6875,7.0
"Looking at the scene there, Daryn.",2.5384615384615,3.3333333333333,2.2142857142857,2.8666666666667,2.2142857142857,1.9285714285714,5.4666666666667
Looks like you had a blast!,4.625,6.2857142857143,1.2666666666667,1.4444444444444,5.6666666666667,4.5882352941176,7.0
Lower sales will get their attention.,2.9230769230769,3.375,1.5,1.1875,2.7368421052632,3.0769230769231,6.9411764705882
"Macaulay, you drew up Wynant's will.",3.0,3.8666666666667,3.0666666666667,1.0625,2.0714285714286,1.6666666666667,6.0
Made in Central PA by K.C.,2.1875,1.4375,2.0,3.6666666666667,2.4375,1.3571428571429,6.3888888888889
Many soldiers served in his army.,5.0769230769231,3.8666666666667,3.3333333333333,2.375,3.0,2.8666666666667,6.75
Many villages survive along the coast.,4.6428571428571,4.0625,4.2777777777778,5.6,4.5333333333333,2.6,6.4545454545455
Martin gave her a teasing pat.,5.5333333333333,5.0526315789474,3.625,2.5,3.9411764705881995,3.6875,6.5
"Maximum impact, least amount of effort.",2.4,2.3571428571429,1.625,1.3157894736842002,4.5294117647059,3.7777777777778,6.2352941176471
Maybe it's time for a rest.,2.9230769230769,4.7333333333333,2.0666666666667,1.5,4.1428571428571,2.0,7.0
Maybe they had a platonic relationship.,4.0,5.0714285714286,1.9333333333333,1.4285714285714,3.3076923076923,2.5,6.8823529411765
Mayko is relating to the Japanese.,2.1333333333333,3.0,2.5,2.1428571428571,2.5833333333333,2.2,5.6666666666667
Meet at the NCC Visitor Centre.,3.5263157894737,1.9333333333333,3.4615384615385,4.7647058823529,3.3571428571429,1.3333333333333,6.4
Merck disputed the study as flawed.,3.4666666666667,3.7368421052632,2.4375,1.7857142857143,2.2352941176471,3.5625,6.5625
"Michael and All Angels Church, Lihue.",1.8461538461538,1.1333333333333,3.0666666666667,4.0,2.2857142857143,1.3333333333333,3.5
Microsoft was the new computing infrastructure.,4.0,1.5333333333333,2.8461538461538,1.7058823529412,3.4285714285714,1.3333333333333,6.2666666666667
"Mild fever, slight headache, neck stiffness...",4.75,5.625,2.7692307692308,1.5833333333333,1.4375,2.9285714285714,6.6111111111111
Miramar was founded September 20 1888.,2.4666666666667,1.7647058823529,2.1764705882353,3.2142857142857,2.3529411764706,1.625,6.7
Mom was stirring a sauce pan.,6.3846153846154,3.7777777777778,6.1428571428571,3.9333333333333,4.7857142857143,2.0714285714286,5.2666666666667
"Mommy, please don't call me that.",3.6428571428571,5.3125,2.5333333333333,1.5714285714286,2.3333333333333,4.0,6.9444444444444
Morals and spirituality would become obsolete.,2.75,3.8823529411765,1.3125,1.8125,2.3846153846154,3.9333333333333,6.5833333333333
More gravel would have been better.,4.5625,2.0714285714286,5.4,3.0555555555556,2.4444444444444,2.0,6.8235294117647
"Most of all, it was huge.",3.7368421052632,3.2,3.1538461538462,2.2352941176471,3.2857142857143,3.75,6.6666666666667
Most of them were elderly men.,6.0625,3.0,4.0625,1.75,3.25,1.7142857142857,7.0
Moving and can't bring with us.,2.0714285714286,4.375,3.1111111111111,1.6,1.6666666666667,2.0,5.0909090909091
Mr. Guarino has denied the charges.,3.7857142857143,4.5714285714286,1.7333333333333,1.0714285714286,1.6153846153846,3.9285714285714,7.0
My assistant is bringing them out.,4.0,3.375,3.9230769230769,1.6666666666667,3.6875,2.3571428571429,6.9444444444444
My favorite so far in Bellevue.,1.8666666666667,4.1875,2.1875,3.6428571428571,3.8235294117647,2.0,6.3333333333333
My heart just started to pound!,5.0769230769231,5.8125,3.8571428571429,1.1875,3.6315789473684004,5.7692307692308,7.0
My marriage was because of them.,2.8333333333333,4.8823529411765,2.0,1.75,4.2307692307692,3.4,5.75
"My price, however, was much higher.",2.6875,4.3333333333333,1.7692307692308,1.3125,3.4705882352941,3.8571428571429,7.0
My skin feels like melting wax.,4.6923076923077,5.8235294117647,4.5333333333333,1.3333333333333,1.25,5.2941176470588,6.3333333333333
Never been to Cairns Airport before?,2.4615384615385,3.1333333333333,4.0,4.5,2.3571428571429,1.6,6.625
"Nice selection, very clean, friendly staff!",3.5333333333333,4.2857142857143,3.25,2.2631578947368,6.1764705882353,4.1111111111111,6.7647058823529
Nico hears his dad and smiles.,5.9333333333333,5.6428571428571,4.2352941176471,1.6,5.2222222222222,2.8571428571429,7.0
No I think just the opposite.,2.125,5.0625,1.2307692307692,1.0,2.3125,2.2142857142857,6.7222222222222
"No Legal, Tax or Investment Advice.",2.0,1.7777777777778,1.2142857142857,1.2666666666667,1.3571428571429,1.5,6.4666666666667
"No chemical odor, merely salt water.",3.4,2.5625,4.5,2.4285714285714,2.8823529411765,2.3333333333333,5.6666666666667
"No chicken soup, I want tomato.",4.7333333333333,4.3571428571429,4.2352941176471,1.7333333333333,2.4444444444444,1.9285714285714,6.9166666666667
No one expected me to win.,2.4666666666667,5.8125,1.4375,1.0714285714286,3.5882352941176,4.1666666666667,7.0
No one's coming to get you.,3.2666666666667,5.4117647058824,1.5294117647059002,1.5,1.8823529411765,4.5625,6.9
No response to known prescription drugs.,2.6666666666667,2.8571428571429,2.9375,1.3684210526316,2.4117647058824,2.6666666666667,6.0
No stuffed animals resembling a kangaroo?,5.1333333333333,1.8571428571429,3.9411764705881995,2.2666666666667,2.4444444444444,1.7142857142857,6.4166666666667
"No, I'm talking about the staff.",2.8461538461538,3.0625,2.7142857142857,1.375,2.6315789473684004,2.0,6.8823529411765
"No, the man was not drunk.",4.1333333333333,4.8571428571429,2.75,1.4210526315789,3.4705882352941,2.7777777777778,6.9411764705882
Nordmann considered it all very carefully.,3.8,5.0526315789474,1.8125,1.7857142857143,3.7647058823529,2.625,6.625
"Not just physically but intellectually, emotionally.",2.5625,3.4285714285714,2.5,1.25,3.75,3.8571428571429,6.1764705882353
Not some innate sense or skill.,1.8461538461538,3.0,1.4285714285714,1.0666666666667,1.8571428571429,1.5714285714286,6.4
"Nothing broken, just very badly bruised.",5.5833333333333,4.1176470588235,4.0625,3.0625,3.0769230769231,4.2666666666667,6.75
"Now ""the easy comparisons are over.""",2.5625,2.8571428571429,1.2666666666667,1.2222222222222,2.2777777777778,2.4117647058824,6.0588235294118
Now he must find the key.,3.6153846153846,3.7222222222222,5.6428571428571,1.9333333333333,2.8571428571429,3.2857142857143,6.9333333333333
Now the government must do that.,2.4,3.4210526315789,1.5,2.0,2.6470588235294,3.4375,6.1875
Observatories also stood at the ready.,2.8125,1.75,3.5384615384615,3.0833333333333,2.9375,1.8571428571429,5.2777777777778
Of the Earth and the Moon.,3.8333333333333,1.4705882352940998,4.75,5.1875,3.7692307692308,2.1333333333333,5.1666666666667
Of what crime is he accused?,2.4285714285714,5.375,1.3888888888889,1.5333333333333,1.4666666666667,3.6,6.8181818181818
Oh Hjalmar Wentz must have been.,1.4375,2.6428571428571,1.0666666666667,1.0555555555556,1.5555555555556,1.5294117647059002,3.0588235294118005
"Oh, and an amusing little monkey.",4.7894736842105,4.0666666666667,3.0,2.2352941176471,5.0714285714286,3.75,6.0
"On the surface, it made sense.",2.8421052631579,3.5333333333333,1.0769230769231,1.2941176470588,3.7142857142857,3.0,7.0
"On your ear, you've got something.",5.1578947368421,3.3333333333333,4.4615384615385,1.8235294117647,2.3571428571429,3.1666666666667,5.6
One executive even bought additional shares.,4.3125,3.0714285714286,2.75,1.3333333333333,3.9375,3.0714285714286,6.8235294117647
One of the little girls said.,3.5333333333333,3.6842105263158,2.625,2.0714285714286,3.2941176470588,2.375,5.8125
"One tug, and he went flying.",4.75,4.5294117647059,4.0,2.625,3.0769230769231,4.8666666666667,6.75
"One, two, three, four, five, six-",4.6,1.7857142857143,1.8235294117647,1.6,2.3888888888889,2.4285714285714,6.0
Opinion of Counsel for the Underwriters.,1.2666666666667,2.0625,1.5625,1.2142857142857,1.8235294117647,1.8333333333333,4.9444444444444
Opposite ends of the same axis.,3.5714285714286,1.6875,2.5333333333333,1.7142857142857,2.8,2.5,6.6111111111111
Options available for lower credit scores.,2.4666666666667,2.5714285714286,1.3125,1.2631578947368,4.0,2.5,6.8235294117647
Or a cat and a dog.,4.6153846153846,1.4,3.6666666666667,1.375,3.3571428571429,1.7333333333333,6.0625
Or threaten them in some way?,2.3076923076923,3.9333333333333,1.4666666666667,1.0,1.0714285714286,3.6666666666667,6.5
Or was she purposely ignoring it?,3.0,4.6428571428571,1.8666666666667,1.1428571428571,2.0769230769231,2.8571428571429,6.7647058823529
Or you can use Meeting Mapper.,2.1428571428571,2.3125,2.1666666666667,1.8,2.5333333333333,1.6,6.2727272727273
Oracles were revered in premodern societies.,3.6666666666667,2.7647058823529,1.9411764705882,2.5,2.6470588235294,3.25,6.7
Ordered an investigation of Lumumba's death.,3.0,4.5625,1.9444444444444,1.1333333333333,1.4666666666667,4.0,6.0
Others invoked technology and common sense.,2.1428571428571,3.1875,2.5,1.4666666666667,3.2,2.5333333333333,5.7272727272727
Our Dawes payday loan can help!,2.0,2.25,2.2142857142857,1.125,2.5263157894737,2.3846153846154,6.3529411764706
Our friend Bo Fodor is playing.,4.2857142857143,3.1428571428571,2.8,1.5,4.6153846153846,2.8571428571429,6.8823529411765
"Our prayers have been answered, Turkle!",3.6428571428571,4.75,2.2666666666667,1.7142857142857,4.6666666666667,3.5714285714286,5.7777777777778
Page proofs were at the printer.,4.75,1.6428571428571,5.6,2.3333333333333,2.2222222222222,2.0588235294118,5.4705882352941
Painter refused to disappoint his mentor.,2.7692307692308,5.4666666666667,2.3333333333333,1.1875,4.0,2.6,6.0625
Painter stepped closer to the technician.,5.5384615384615,3.1875,4.5714285714286,2.5,2.7368421052632,2.6923076923077,6.0588235294118
Passport needed for international boat cruise?,4.0625,2.625,4.6153846153846,3.4166666666667,3.3125,2.7857142857143,6.2777777777778
Paying special attention to the eyes.,4.2666666666667,4.0588235294118,3.2941176470588,1.7857142857143,3.4117647058824,4.0625,6.8
Payne was more methodical than that.,2.1875,4.0,1.6666666666667,1.0,2.375,2.4375,6.9090909090909
People apparently don't get my sarcasm.,2.6875,6.3125,1.3076923076923,1.0833333333333,2.8125,3.2142857142857,6.8888888888889
People are getting hungry and desperate.,5.5,6.1764705882353,2.4375,2.8125,1.6153846153846,5.0666666666667,7.0
People need to respect the law.,2.7692307692308,4.3333333333333,1.6666666666667,1.0625,2.8571428571429,2.6666666666667,7.0
Perhaps he'd put down rat poison?,3.7692307692308,4.4444444444444,4.5714285714286,1.6666666666667,1.7142857142857,3.6428571428571,6.1333333333333
Perhaps we can catch some fish.,4.8461538461538,4.1333333333333,5.1333333333333,4.125,4.5714285714286,2.6666666666667,7.0
Pine cones and tree bark too.,5.75,1.5,6.3846153846154,6.4166666666667,3.1875,2.0714285714286,5.9444444444444
Please allow me to deliver it.,3.0666666666667,4.2857142857143,3.4375,1.7894736842105,3.9411764705881995,2.5555555555556,6.9411764705882
Please do send me a message!,4.3571428571429,4.2142857142857,2.4666666666667,1.0714285714286,4.9230769230769,4.0,6.7647058823529
Please let me answer the question.,2.3076923076923,4.8235294117647,1.8,1.2,2.5833333333333,3.3529411764706,7.0
Please send for him at once.,3.3846153846154,4.4444444444444,2.0714285714286,1.4666666666667,2.2142857142857,2.2142857142857,6.8666666666667
"Pleasure, release, then ultimately, eternal peace.",2.3333333333333,3.5625,1.8125,2.5714285714286,5.6470588235294,4.1111111111111,5.7777777777778
Plus there be laws and rules.,2.25,2.1764705882353,1.625,1.375,2.2307692307692,2.2666666666667,5.5
Political organization revolved about the basileis.,1.6923076923077,1.8235294117647,1.4,2.2666666666667,1.5,2.3529411764706,3.2666666666667
Possibly the bacteria that causes plague.,3.6875,2.5625,3.2307692307692,1.5833333333333,1.375,3.6428571428571,6.0555555555556
"Precious, beautiful, worth seeking the best.",2.75,3.6470588235294,1.75,3.0625,5.1538461538462,3.5333333333333,5.4166666666667
Press F5 to reset the position.,4.2307692307692,1.6666666666667,3.7333333333333,1.1875,2.7142857142857,1.8666666666667,6.75
Probably a printed Microsoft Paint file.,3.7857142857143,1.8571428571429,4.6,1.0714285714286,2.6923076923077,1.4285714285714,6.1176470588235
Pull the pin and throw it!,5.4615384615385,3.9333333333333,5.8666666666667,1.875,2.0,5.1333333333333,7.0
Put the white flag out first.,4.6875,3.0,5.4615384615385,2.1875,2.5294117647059,3.0714285714286,6.8461538461538
Quintessential sound of a peaceful night.,2.7333333333333,3.5,1.6875,4.7142857142857,5.6470588235294,2.4444444444444,5.7777777777778
"Quite simply, it was becoming tiresome.",3.2,5.6428571428571,2.5882352941176,1.1333333333333,1.5,2.2857142857143,7.0
Rb binds more than 100 proteins.,2.0,1.3333333333333,3.0,1.125,2.5,1.6,5.1875
"Read me the book, then decide.",3.6666666666667,3.8235294117647,4.0625,1.5625,3.1538461538462,3.2666666666667,5.75
"Read the book, sign the forms.",4.8125,2.75,5.6923076923077,1.1666666666667,3.4375,2.0714285714286,6.5555555555556
"Read unbiased reviews, ratings and recommendations.",3.0714285714286,3.1875,1.5,1.4666666666667,3.1333333333333,1.9333333333333,6.4545454545455
Recognize your picture from the paper.,4.3333333333333,3.4285714285714,4.5882352941176,1.8,2.5555555555556,3.7857142857143,6.75
"Regardless, they end up quantifying risk.",2.4375,3.2857142857143,2.0,1.0,2.4375,2.9285714285714,5.7058823529412
Regulation facilitates safety and passenger confidence.,2.1428571428571,2.625,2.0555555555556,1.9333333333333,3.6,1.5333333333333,5.8181818181818
Remember that in times of pain!,1.75,4.8888888888889,2.0769230769231,1.125,2.7647058823529,4.7857142857143,6.7692307692308
Remember the sound of his voice.,2.9230769230769,4.2666666666667,2.2,1.125,3.5714285714286,3.5333333333333,6.9375
Responsibility is vital in group discipline.,2.5333333333333,4.0588235294118,1.6470588235294,1.5714285714286,3.0588235294118005,3.4375,6.7
Revco wouldn't comment on its plans.,2.25,3.0,1.4615384615385,1.0,2.0625,1.7857142857143,6.6666666666667
Ross Perot evidently has no plan.,2.4375,3.6875,1.2307692307692,1.0,1.75,1.6428571428571,6.8333333333333
Ruby takes off towards the Cineplex...,5.0714285714286,3.1875,4.0666666666667,4.5,3.4,3.2142857142857,6.8333333333333
Ruthless... merciless... devoted to our cause.,4.0,5.6428571428571,1.9285714285714,1.0714285714286,2.3333333333333,5.1333333333333,6.2666666666667
SEO- short for search engine optimization.,2.6875,1.5625,1.2307692307692,1.4166666666667,2.5625,1.4285714285714,6.6666666666667
Sales in Europe were up 2%.,2.8571428571429,2.5,1.9444444444444,3.0666666666667,3.6666666666667,2.0,6.9090909090909
Savanah ordered a fried shrimp dinner.,6.125,4.9444444444444,6.5384615384615,3.3125,4.5294117647059,3.3571428571429,7.0
"Scary and freaky sometimes, but awesome.",3.1666666666667,4.2941176470588,1.875,2.6875,3.2307692307692,4.8,6.5
Science and religion can indeed coexist.,3.3684210526315996,4.1333333333333,1.3076923076923,1.5882352941176,4.0714285714286,3.6666666666667,7.0
Section ISH using rat Shh probe.,1.0625,1.1176470588235,1.5333333333333,1.3684210526316,1.5,2.0,1.8181818181818
"Senator Edwards, good luck to you.",3.0,4.3888888888889,1.8571428571429,1.9333333333333,3.2142857142857,1.5714285714286,6.8666666666667
Share resource: Computer keyboard explanation posters.,3.0625,1.1875,4.9230769230769,1.1666666666667,2.0625,1.4285714285714,2.6666666666667
"Sharon, she's cooked in a restaurant.",4.5,4.0,3.5333333333333,4.3888888888889,2.7777777777778,2.3529411764706,5.2352941176471
She also has a great wig.,5.3076923076923,4.3333333333333,5.2142857142857,2.0,4.1428571428571,2.1428571428571,6.8666666666667
She began to worry about infection.,4.6428571428571,6.0714285714286,3.0,1.3571428571429,1.3076923076923,4.4285714285714,7.0
She collapsed onto the comfortable bed.,6.3125,5.9375,6.0769230769231,4.0,5.5,3.1428571428571,6.8888888888889
She could move undetected and untouched.,4.3076923076923,4.7647058823529,3.4,1.7333333333333,2.8333333333333,4.0588235294118,6.8666666666667
"She did this intentionally, he thought.",2.625,5.7647058823529,1.6,1.0526315789474,1.9375,3.0625,6.9090909090909
She felt foolish and oddly frightened.,3.375,6.2222222222222,2.2307692307692,1.3125,1.8235294117647,4.9285714285714,6.9230769230769
She felt guilty about her deception.,3.1538461538462,6.7333333333333,1.7333333333333,1.1875,2.1428571428571,3.6,7.0
She grinned at the blonde girl.,5.8947368421053,5.1333333333333,3.7692307692308,2.0,4.8571428571429,3.6666666666667,7.0
She had a business to sell.,3.8,4.0714285714286,2.5,2.3157894736842,3.8235294117647,3.3333333333333,6.7647058823529
She has buried all of them.,4.5333333333333,4.7857142857143,4.3529411764706,2.0,1.2777777777778,4.0714285714286,7.0
She has never danced with him.,4.7142857142857,4.2857142857143,3.1333333333333,1.9285714285714,2.0,2.4285714285714,6.8823529411765
"She leaned into him antagonistically, ""hunh?""",4.3125,5.4705882352941,3.2666666666667,1.1578947368421,1.6875,4.5,5.0909090909091
"She leaned over him, sobbing openly.",5.8461538461538,6.7333333333333,3.0666666666667,1.375,1.3571428571429,3.8,6.875
She let out a choked laugh.,5.6153846153846,5.7222222222222,2.4285714285714,1.5333333333333,4.0,2.9285714285714,6.5333333333333
She lifted her gun and fired.,6.625,5.5555555555556,6.6153846153846,2.1875,1.4705882352940998,6.0714285714286,7.0
She looked like a fairy princess.,6.3333333333333,4.875,3.75,1.9285714285714,5.2352941176471,3.6666666666667,7.0
She looked up from her sewing.,6.0,3.5333333333333,4.8666666666667,1.6875,3.2857142857143,2.0,6.6875
She loves to go to church.,4.1875,5.6470588235294,4.0666666666667,4.3684210526316,3.75,1.9375,7.0
She makes me brush my hair.,5.2307692307692,4.8235294117647,5.4666666666667,1.8666666666667,2.6666666666667,2.8235294117647,6.9333333333333
She manifested him at another level.,1.8947368421053,4.6,1.6923076923077,1.4705882352940998,3.1428571428571,3.5833333333333,4.3333333333333
She pointed at my swollen jaw.,5.9230769230769,4.5882352941176,5.1333333333333,1.7333333333333,1.3333333333333,4.4117647058824,6.9333333333333
She screamed over the loud noise.,5.4666666666667,5.7857142857143,1.7857142857143,2.2142857142857,1.25,4.8,6.9333333333333
She seems awfully likable to me.,4.125,5.5714285714286,2.0625,1.0833333333333,5.4375,3.2142857142857,6.5882352941176
"She shrugged, hoping to look indifferent.",6.0,5.3157894736842,3.1875,2.4285714285714,2.6470588235294,3.125,6.8125
She started moving the excavated sand.,5.75,4.2142857142857,5.6,4.3333333333333,3.0,3.2352941176471,6.7647058823529
She stirred sugar into her tea.,6.7857142857143,3.1428571428571,6.2666666666667,2.0,4.6153846153846,2.1428571428571,7.0
She suffered from degenerative kidney disease.,4.4666666666667,6.0714285714286,2.0625,1.4210526315789,1.1764705882353,3.8333333333333,6.9411764705882
She was beauty and gentleness personified.,6.0,5.0625,2.8,2.2857142857143,5.9333333333333,4.6428571428571,6.3888888888889
"She was delicate always, now extremely.",3.9166666666667,4.5882352941176,2.5,1.75,3.0,4.0666666666667,4.3333333333333
She was inside a magnificent castle.,6.4285714285714,4.7142857142857,5.5333333333333,5.6428571428571,6.2307692307692,5.0,7.0
She was near Grand Central Station.,6.2666666666667,4.3571428571429,4.625,5.6315789473684,3.7058823529412,2.6666666666667,7.0
She was thirty-one years old then.,3.5,3.8125,1.4615384615385,1.3333333333333,3.1875,2.0714285714286,6.6111111111111
She was wearing a long dress.,6.4666666666667,3.7142857142857,5.2352941176471,1.8666666666667,3.0555555555556,3.2857142857143,7.0
She'd have to tread very carefully.,4.7857142857143,5.1428571428571,2.0,1.9285714285714,1.6153846153846,3.6428571428571,7.0
She'll love meeting Maggie and Smythe!,3.8666666666667,5.0,3.0,2.3571428571429,5.1764705882353,3.6875,6.875
She's going to wash your Jeep?,4.7333333333333,4.3529411764706,6.1764705882353,2.7142857142857,2.7647058823529,2.6875,6.8
She's using dancing moves to fight.,5.2,4.7857142857143,3.9411764705881995,1.8666666666667,3.2777777777778,5.0,6.5833333333333
Should we set a date now?,4.0,3.5,2.2,1.8571428571429,4.0769230769231,3.4285714285714,6.9411764705882
"Shwoof, that makes me feel better.",2.9333333333333,4.3157894736842,1.5625,2.0,4.0588235294118,2.75,5.25
Sizes range from 2XL to 3XL.,4.8,1.9285714285714,3.4705882352941,1.4,1.8333333333333,1.4285714285714,6.9166666666667
So I don't want anybody's sympathy.,2.6923076923077,5.8235294117647,1.2666666666667,1.4,2.0833333333333,3.4117647058824,6.8666666666667
So he continued in his ignorance.,2.8333333333333,4.8235294117647,1.625,1.875,1.6923076923077,3.5333333333333,6.4166666666667
So let's let that go forward.,1.5384615384615,3.1875,1.4285714285714,1.25,3.9473684210526,2.1538461538462,6.1176470588235
So smart and caring and hardworking.,2.8461538461538,5.3333333333333,1.4666666666667,1.0625,6.0,2.7333333333333,6.6875
So the wise renounce that aim.,1.7692307692308,3.125,1.0714285714286,1.0,3.0,1.5384615384615,4.4705882352941
So trial-and-error printing can get costly.,3.125,2.3571428571429,3.375,1.25,2.125,2.2857142857143,6.7647058823529
So you missed the open house?,2.6428571428571,5.0,3.1666666666667,3.0,1.8,2.4,6.9090909090909
"So, is BC Rich officially dead?",2.4285714285714,4.5625,1.8888888888889,1.1333333333333,1.3333333333333,3.4,6.3636363636364
"Some of it good, I hope.",1.375,4.0555555555556,1.3846153846154,1.25,4.2352941176471,3.0,6.6923076923077
Some rivals are already making inroads.,2.4666666666667,3.0714285714286,1.8125,1.6315789473684,2.2352941176471,3.2777777777778,6.3529411764706
Something big got the ball rolling.,3.3846153846154,2.3888888888889,3.5714285714286,2.2,3.5,3.4285714285714,6.2
Something small and wrapped in fabric.,5.6428571428571,1.8125,5.4,2.1428571428571,3.7333333333333,2.7857142857143,6.6111111111111
Something that awakened my psychic knowing.,2.0769230769231,5.4444444444444,1.4285714285714,1.5333333333333,3.5,3.7857142857143,5.2666666666667
Sometimes he stood up for exercise.,4.875,4.1111111111111,4.0769230769231,2.25,3.5294117647059,2.5714285714286,6.0769230769231
Sophia was asleep on the sofa.,6.3125,5.0,5.7692307692308,4.25,4.625,1.7142857142857,7.0
"Sparrows and pigeons, no other birds.",5.7333333333333,2.0526315789474,4.5625,5.2142857142857,2.8823529411765,2.6875,5.8125
Spray and vapor filled the void.,5.0666666666667,2.6315789473684004,4.25,4.5714285714286,2.2941176470588,3.8125,6.0625
State your name for the Council.,3.0666666666667,2.8235294117647,1.8235294117647,2.3571428571429,1.7647058823529,3.1875,6.9
Stir-fried egg noodles with assorted vegetables.,6.7692307692308,1.6,6.3333333333333,1.625,5.2142857142857,2.3333333333333,6.875
"Strangely, I did not feel nervous.",3.6428571428571,5.9375,1.6666666666667,2.1428571428571,4.8666666666667,3.3571428571429,7.0
Such study may take many forms.,2.3333333333333,2.4285714285714,1.625,1.3157894736842002,3.2941176470588,2.2777777777778,5.3529411764706
Sugar would help restore our energy.,3.2857142857143,3.5625,4.8,1.8571428571429,4.4,4.0714285714286,6.7222222222222
Sunday School classes begin at 9:30am.,4.2307692307692,1.8,2.5333333333333,3.3125,2.8571428571429,1.7333333333333,6.8125
Supply and installation of steel pilings.,3.1333333333333,1.2941176470588,5.3529411764706,2.2857142857143,2.2352941176471,1.6875,6.2
Suppose Lauren comes looking for us??,3.9285714285714,4.0714285714286,2.8,1.7142857142857,2.0769230769231,4.3571428571429,6.8823529411765
"Surface texture; Smooth, sandy or rough.",4.5833333333333,1.8823529411765,5.25,3.75,3.0769230769231,2.4,6.0
Sussex also acquired Spy in 1994.,1.3333333333333,1.2941176470588,2.0,2.25,1.5384615384615,2.2666666666667,4.75
Sweaty hair clinging to his forehead.,6.0,3.625,4.6,2.2142857142857,2.4,3.5714285714286,6.7777777777778
Take 1 leaf of Aloe Vera.,4.5384615384615,1.5,5.7857142857143,2.0,3.1578947368421,1.8461538461538,6.6470588235294
Take me to a computer terminal.,5.0714285714286,2.375,5.5333333333333,2.9285714285714,3.3333333333333,2.7142857142857,6.9444444444444
